,mix_enthalpy,config_entropy
Ag-Hf-Mn-Pt-V,-1.1,0.1609
Ag-Hf-Mn-Pt-W,-0.3000000000000001,0.1609
Ag-Hf-Mn-Pt-Zn,-1.59,0.1609
Ag-Hf-Mn-Pt-Zr,-1.7000000000000002,0.1609
Ag-Hf-Mn-Re-Rh,-0.8700000000000001,0.1609
Ag-Hf-Mn-Re-Ta,0.1999999999999998,0.1609
Ag-Hf-Mn-Re-Ti,-0.45999999999999996,0.1609
Ag-Hf-Mn-Re-V,0.02999999999999997,0.1609
Ag-Hf-Mn-Re-W,0.88,0.1609
Ag-Hf-Mn-Re-Zn,-0.040000000000000084,0.1609
Ag-Hf-Mn-Re-Zr,0.009999999999999981,0.1609
Ag-Hf-Mn-Rh-Ta,-0.8700000000000001,0.1609
Ag-Hf-Mn-Rh-Ti,-1.57,0.1609
Ag-Hf-Mn-Rh-V,-0.8600000000000001,0.1609
Ag-Hf-Mn-Rh-W,-0.12000000000000001,0.1609
Ag-Hf-Mn-Rh-Zn,-1.3,0.1609
Ag-Hf-Mn-Rh-Zr,-1.32,0.1609
Ag-Hf-Mn-Ta-Ti,0.37999999999999995,0.1609
Ag-Hf-Mn-Ta-V,0.81,0.1609
Ag-Hf-Mn-Ta-W,1.18,0.1609
Ag-Hf-Mn-Ta-Zn,0.3400000000000001,0.1609
Ag-Hf-Mn-Ta-Zr,0.6499999999999999,0.1609
Ag-Hf-Mn-Ti-V,0.2699999999999999,0.1609
Ag-Hf-Mn-Ti-W,0.69,0.1609
Ag-Hf-Mn-Ti-Zn,-0.37,0.1609
Ag-Hf-Mn-Ti-Zr,0.09,0.1609
Ag-Hf-Mn-V-W,1.0900000000000003,0.1609
Ag-Hf-Mn-V-Zn,0.21000000000000008,0.1609
Ag-Hf-Mn-V-Zr,0.6300000000000001,0.1609
Ag-Hf-Mn-W-Zn,0.91,0.1609
Ag-Hf-Mn-W-Zr,1.0799999999999998,0.1609
Ag-Hf-Mn-Zn-Zr,-0.17000000000000004,0.1609
Ag-Hf-Mo-Nb-Ni,0.44000000000000006,0.1609
Ag-Hf-Mo-Nb-Os,-0.43999999999999995,0.1609
Ag-Hf-Mo-Nb-Pd,-0.17999999999999997,0.1609
Ag-Hf-Mo-Nb-Pt,-0.96,0.1609
Ag-Hf-Mo-Nb-Re,0.3799999999999999,0.1609
Ag-Hf-Mo-Nb-Rh,-0.79,0.1609
Ag-Hf-Mo-Nb-Ta,0.83,0.1609
Ag-Hf-Mo-Nb-Ti,0.44000000000000006,0.1609
Ag-Hf-Mo-Nb-V,0.99,0.1609
Ag-Hf-Mo-Nb-W,1.2099999999999997,0.1609
Ag-Hf-Mo-Nb-Zn,0.41999999999999993,0.1609
Ag-Hf-Mo-Nb-Zr,0.6000000000000001,0.1609
Ag-Hf-Mo-Ni-Os,-0.57,0.1609
Ag-Hf-Mo-Ni-Pd,-0.21000000000000005,0.1609
Ag-Hf-Mo-Ni-Pt,-0.78,0.1609
Ag-Hf-Mo-Ni-Re,0.2599999999999998,0.1609
Ag-Hf-Mo-Ni-Rh,-0.6800000000000002,0.1609
Ag-Hf-Mo-Ni-Ta,0.40000000000000013,0.1609
Ag-Hf-Mo-Ni-Ti,-0.18,0.1609
Ag-Hf-Mo-Ni-V,0.4800000000000002,0.1609
Ag-Hf-Mo-Ni-W,1.0399999999999998,0.1609
Ag-Hf-Mo-Ni-Zn,-0.05000000000000007,0.1609
Ag-Hf-Mo-Ni-Zr,0.039999999999999925,0.1609
Ag-Hf-Mo-Os-Pd,-0.93,0.1609
Ag-Hf-Mo-Os-Pt,-1.5,0.1609
Ag-Hf-Mo-Os-Re,-0.5500000000000002,0.1609
Ag-Hf-Mo-Os-Rh,-1.3499999999999999,0.1609
Ag-Hf-Mo-Os-Ta,-0.5199999999999999,0.1609
Ag-Hf-Mo-Os-Ti,-1.1099999999999999,0.1609
Ag-Hf-Mo-Os-V,-0.4999999999999999,0.1609
Ag-Hf-Mo-Os-W,0.22999999999999982,0.1609
Ag-Hf-Mo-Os-Zn,-0.6400000000000001,0.1609
Ag-Hf-Mo-Os-Zr,-0.76,0.1609
Ag-Hf-Mo-Pd-Pt,-1.26,0.1609
Ag-Hf-Mo-Pd-Re,-0.11000000000000001,0.1609
Ag-Hf-Mo-Pd-Rh,-1.1199999999999999,0.1609
Ag-Hf-Mo-Pd-Ta,-0.21000000000000002,0.1609
Ag-Hf-Mo-Pd-Ti,-0.8500000000000001,0.1609
Ag-Hf-Mo-Pd-V,-0.009999999999999926,0.1609
Ag-Hf-Mo-Pd-W,0.5699999999999998,0.1609
Ag-Hf-Mo-Pd-Zn,-0.79,0.1609
Ag-Hf-Mo-Pd-Zr,-0.7600000000000001,0.1609
Ag-Hf-Mo-Pt-Re,-0.7500000000000001,0.1609
Ag-Hf-Mo-Pt-Rh,-1.69,0.1609
Ag-Hf-Mo-Pt-Ta,-0.9900000000000002,0.1609
Ag-Hf-Mo-Pt-Ti,-1.6500000000000001,0.1609
Ag-Hf-Mo-Pt-V,-0.78,0.1609
Ag-Hf-Mo-Pt-W,-0.15000000000000024,0.1609
Ag-Hf-Mo-Pt-Zn,-1.29,0.1609
Ag-Hf-Mo-Pt-Zr,-1.5500000000000003,0.1609
Ag-Hf-Mo-Re-Rh,-0.7,0.1609
Ag-Hf-Mo-Re-Ta,0.3199999999999997,0.1609
Ag-Hf-Mo-Re-Ti,-0.20999999999999996,0.1609
Ag-Hf-Mo-Re-V,0.34999999999999987,0.1609
Ag-Hf-Mo-Re-W,1.0299999999999998,0.1609
Ag-Hf-Mo-Re-Zn,0.2599999999999999,0.1609
Ag-Hf-Mo-Re-Zr,0.16000000000000003,0.1609
Ag-Hf-Mo-Rh-Ta,-0.8600000000000001,0.1609
Ag-Hf-Mo-Rh-Ti,-1.43,0.1609
Ag-Hf-Mo-Rh-V,-0.65,0.1609
Ag-Hf-Mo-Rh-W,-0.08000000000000011,0.1609
Ag-Hf-Mo-Rh-Zn,-1.11,0.1609
Ag-Hf-Mo-Rh-Zr,-1.28,0.1609
Ag-Hf-Mo-Ta-Ti,0.47,0.1609
Ag-Hf-Mo-Ta-V,0.9700000000000001,0.1609
Ag-Hf-Mo-Ta-W,1.17,0.1609
Ag-Hf-Mo-Ta-Zn,0.4800000000000001,0.1609
Ag-Hf-Mo-Ta-Zr,0.6399999999999999,0.1609
Ag-Hf-Mo-Ti-V,0.56,0.1609
Ag-Hf-Mo-Ti-W,0.81,0.1609
Ag-Hf-Mo-Ti-Zn,-0.1,0.1609
Ag-Hf-Mo-Ti-Zr,0.21,0.1609
Ag-Hf-Mo-V-W,1.28,0.1609
Ag-Hf-Mo-V-Zn,0.55,0.1609
Ag-Hf-Mo-V-Zr,0.8200000000000001,0.1609
Ag-Hf-Mo-W-Zn,1.0799999999999998,0.1609
Ag-Hf-Mo-W-Zr,1.0999999999999999,0.1609
Ag-Hf-Mo-Zn-Zr,-8.326672684688674e-17,0.1609
Ag-Hf-Nb-Ni-Os,-1.07,0.1609
Ag-Hf-Nb-Ni-Pd,-0.75,0.1609
Ag-Hf-Nb-Ni-Pt,-1.37,0.1609
Ag-Hf-Nb-Ni-Re,-0.23000000000000015,0.1609
Ag-Hf-Nb-Ni-Rh,-1.2100000000000002,0.1609
Ag-Hf-Nb-Ni-Ta,0.24999999999999992,0.1609
Ag-Hf-Nb-Ni-Ti,-0.32999999999999996,0.1609
Ag-Hf-Nb-Ni-V,0.37,0.1609
Ag-Hf-Nb-Ni-W,0.7199999999999998,0.1609
Ag-Hf-Nb-Ni-Zn,-0.42999999999999994,0.1609
Ag-Hf-Nb-Ni-Zr,-0.23000000000000004,0.1609
Ag-Hf-Nb-Os-Pd,-1.5499999999999998,0.1609
Ag-Hf-Nb-Os-Pt,-2.17,0.1609
Ag-Hf-Nb-Os-Re,-1.12,0.1609
Ag-Hf-Nb-Os-Rh,-1.96,0.1609
Ag-Hf-Nb-Os-Ta,-0.75,0.1609
Ag-Hf-Nb-Os-Ti,-1.3399999999999999,0.1609
Ag-Hf-Nb-Os-V,-0.69,0.1609
Ag-Hf-Nb-Os-W,-0.17000000000000012,0.1609
Ag-Hf-Nb-Os-Zn,-1.1,0.1609
Ag-Hf-Nb-Os-Zr,-1.1099999999999999,0.1609
Ag-Hf-Nb-Pd-Pt,-1.97,0.1609
Ag-Hf-Nb-Pd-Re,-0.72,0.1609
Ag-Hf-Nb-Pd-Rh,-1.77,0.1609
Ag-Hf-Nb-Pd-Ta,-0.4800000000000001,0.1609
Ag-Hf-Nb-Pd-Ti,-1.12,0.1609
Ag-Hf-Nb-Pd-V,-0.24000000000000002,0.1609
Ag-Hf-Nb-Pd-W,0.1299999999999999,0.1609
Ag-Hf-Nb-Pd-Zn,-1.29,0.1609
Ag-Hf-Nb-Pd-Zr,-1.15,0.1609
Ag-Hf-Nb-Pt-Re,-1.4100000000000001,0.1609
Ag-Hf-Nb-Pt-Rh,-2.39,0.1609
Ag-Hf-Nb-Pt-Ta,-1.31,0.1609
Ag-Hf-Nb-Pt-Ti,-1.9700000000000002,0.1609
Ag-Hf-Nb-Pt-V,-1.06,0.1609
Ag-Hf-Nb-Pt-W,-0.6400000000000001,0.1609
Ag-Hf-Nb-Pt-Zn,-1.84,0.1609
Ag-Hf-Nb-Pt-Zr,-1.9900000000000002,0.1609
Ag-Hf-Nb-Re-Rh,-1.3,0.1609
Ag-Hf-Nb-Re-Ta,0.09999999999999981,0.1609
Ag-Hf-Nb-Re-Ti,-0.43,0.1609
Ag-Hf-Nb-Re-V,0.17000000000000004,0.1609
Ag-Hf-Nb-Re-W,0.64,0.1609
Ag-Hf-Nb-Re-Zn,-0.19000000000000009,0.1609
Ag-Hf-Nb-Re-Zr,-0.18000000000000002,0.1609
Ag-Hf-Nb-Rh-Ta,-1.12,0.1609
Ag-Hf-Nb-Rh-Ti,-1.69,0.1609
Ag-Hf-Nb-Rh-V,-0.87,0.1609
Ag-Hf-Nb-Rh-W,-0.51,0.1609
Ag-Hf-Nb-Rh-Zn,-1.6,0.1609
Ag-Hf-Nb-Rh-Zr,-1.66,0.1609
Ag-Hf-Nb-Ta-Ti,0.5899999999999999,0.1609
Ag-Hf-Nb-Ta-V,1.1300000000000001,0.1609
Ag-Hf-Nb-Ta-W,1.1199999999999999,0.1609
Ag-Hf-Nb-Ta-Zn,0.3699999999999998,0.1609
Ag-Hf-Nb-Ta-Zr,0.6399999999999999,0.1609
Ag-Hf-Nb-Ti-V,0.72,0.1609
Ag-Hf-Nb-Ti-W,0.7599999999999998,0.1609
Ag-Hf-Nb-Ti-Zn,-0.21000000000000005,0.1609
Ag-Hf-Nb-Ti-Zr,0.20999999999999996,0.1609
Ag-Hf-Nb-V-W,1.27,0.1609
Ag-Hf-Nb-V-Zn,0.4800000000000001,0.1609
Ag-Hf-Nb-V-Zr,0.86,0.1609
Ag-Hf-Nb-W-Zn,0.7999999999999998,0.1609
Ag-Hf-Nb-W-Zr,0.9299999999999998,0.1609
Ag-Hf-Nb-Zn-Zr,-0.23000000000000004,0.1609
Ag-Hf-Ni-Os-Pd,-1.54,0.1609
Ag-Hf-Ni-Os-Pt,-1.9500000000000002,0.1609
Ag-Hf-Ni-Os-Re,-1.2,0.1609
Ag-Hf-Ni-Os-Rh,-1.81,0.1609
Ag-Hf-Ni-Os-Ta,-1.1400000000000001,0.1609
Ag-Hf-Ni-Os-Ti,-1.92,0.1609
Ag-Hf-Ni-Os-V,-1.16,0.1609
Ag-Hf-Ni-Os-W,-0.3,0.1609
Ag-Hf-Ni-Os-Zn,-1.53,0.1609
Ag-Hf-Ni-Os-Zr,-1.6300000000000001,0.1609
Ag-Hf-Ni-Pd-Pt,-1.6500000000000001,0.1609
Ag-Hf-Ni-Pd-Re,-0.6999999999999998,0.1609
Ag-Hf-Ni-Pd-Rh,-1.5199999999999998,0.1609
Ag-Hf-Ni-Pd-Ta,-0.77,0.1609
Ag-Hf-Ni-Pd-Ti,-1.6,0.1609
Ag-Hf-Ni-Pd-V,-0.61,0.1609
Ag-Hf-Ni-Pd-W,0.10000000000000005,0.1609
Ag-Hf-Ni-Pd-Zn,-1.6199999999999999,0.1609
Ag-Hf-Ni-Pd-Zr,-1.57,0.1609
Ag-Hf-Ni-Pt-Re,-1.1800000000000002,0.1609
Ag-Hf-Ni-Pt-Rh,-1.9300000000000002,0.1609
Ag-Hf-Ni-Pt-Ta,-1.3900000000000001,0.1609
Ag-Hf-Ni-Pt-Ti,-2.24,0.1609
Ag-Hf-Ni-Pt-V,-1.22,0.1609
Ag-Hf-Ni-Pt-W,-0.45999999999999996,0.1609
Ag-Hf-Ni-Pt-Zn,-1.96,0.1609
Ag-Hf-Ni-Pt-Zr,-2.2,0.1609
Ag-Hf-Ni-Re-Rh,-1.14,0.1609
Ag-Hf-Ni-Re-Ta,-0.28,0.1609
Ag-Hf-Ni-Re-Ti,-0.9999999999999999,0.1609
Ag-Hf-Ni-Re-V,-0.29000000000000004,0.1609
Ag-Hf-Ni-Re-W,0.5199999999999999,0.1609
Ag-Hf-Ni-Re-Zn,-0.6099999999999999,0.1609
Ag-Hf-Ni-Re-Zr,-0.69,0.1609
Ag-Hf-Ni-Rh-Ta,-1.27,0.1609
Ag-Hf-Ni-Rh-Ti,-2.0300000000000002,0.1609
Ag-Hf-Ni-Rh-V,-1.0999999999999999,0.1609
Ag-Hf-Ni-Rh-W,-0.3999999999999999,0.1609
Ag-Hf-Ni-Rh-Zn,-1.79,0.1609
Ag-Hf-Ni-Rh-Zr,-1.94,0.1609
Ag-Hf-Ni-Ta-Ti,-0.2899999999999999,0.1609
Ag-Hf-Ni-Ta-V,0.36000000000000004,0.1609
Ag-Hf-Ni-Ta-W,0.6899999999999998,0.1609
Ag-Hf-Ni-Ta-Zn,-0.36,0.1609
Ag-Hf-Ni-Ta-Zr,-0.17999999999999997,0.1609
Ag-Hf-Ni-Ti-V,-0.2399999999999999,0.1609
Ag-Hf-Ni-Ti-W,0.14000000000000007,0.1609
Ag-Hf-Ni-Ti-Zn,-1.13,0.1609
Ag-Hf-Ni-Ti-Zr,-0.8,0.1609
Ag-Hf-Ni-V-W,0.76,0.1609
Ag-Hf-Ni-V-Zn,-0.32999999999999996,0.1609
Ag-Hf-Ni-V-Zr,-0.03999999999999998,0.1609
Ag-Hf-Ni-W-Zn,0.33,0.1609
Ag-Hf-Ni-W-Zr,0.37,0.1609
Ag-Hf-Ni-Zn-Zr,-1.09,0.1609
Ag-Hf-Os-Pd-Pt,-2.29,0.1609
Ag-Hf-Os-Pd-Re,-1.43,0.1609
Ag-Hf-Os-Pd-Rh,-2.1100000000000003,0.1609
Ag-Hf-Os-Pd-Ta,-1.6099999999999999,0.1609
Ag-Hf-Os-Pd-Ti,-2.45,0.1609
Ag-Hf-Os-Pd-V,-1.5099999999999998,0.1609
Ag-Hf-Os-Pd-W,-0.63,0.1609
Ag-Hf-Os-Pd-Zn,-2.13,0.1609
Ag-Hf-Os-Pd-Zr,-2.29,0.1609
Ag-Hf-Os-Pt-Re,-1.9100000000000001,0.1609
Ag-Hf-Os-Pt-Rh,-2.5200000000000005,0.1609
Ag-Hf-Os-Pt-Ta,-2.2300000000000004,0.1609
Ag-Hf-Os-Pt-Ti,-3.09,0.1609
Ag-Hf-Os-Pt-V,-2.1199999999999997,0.1609
Ag-Hf-Os-Pt-W,-1.1900000000000002,0.1609
Ag-Hf-Os-Pt-Zn,-2.47,0.1609
Ag-Hf-Os-Pt-Zr,-2.92,0.1609
Ag-Hf-Os-Re-Rh,-1.8199999999999998,0.1609
Ag-Hf-Os-Re-Ta,-1.21,0.1609
Ag-Hf-Os-Re-Ti,-1.94,0.1609
Ag-Hf-Os-Re-V,-1.2799999999999998,0.1609
Ag-Hf-Os-Re-W,-0.29999999999999993,0.1609
Ag-Hf-Os-Re-Zn,-1.2099999999999997,0.1609
Ag-Hf-Os-Re-Zr,-1.5,0.1609
Ag-Hf-Os-Rh-Ta,-2.06,0.1609
Ag-Hf-Os-Rh-Ti,-2.83,0.1609
Ag-Hf-Os-Rh-V,-1.9499999999999997,0.1609
Ag-Hf-Os-Rh-W,-1.0799999999999998,0.1609
Ag-Hf-Os-Rh-Zn,-2.25,0.1609
Ag-Hf-Os-Rh-Zr,-2.61,0.1609
Ag-Hf-Os-Ta-Ti,-1.34,0.1609
Ag-Hf-Os-Ta-V,-0.74,0.1609
Ag-Hf-Os-Ta-W,-0.2400000000000001,0.1609
Ag-Hf-Os-Ta-Zn,-1.07,0.1609
Ag-Hf-Os-Ta-Zr,-1.1,0.1609
Ag-Hf-Os-Ti-V,-1.3499999999999999,0.1609
Ag-Hf-Os-Ti-W,-0.8,0.1609
Ag-Hf-Os-Ti-Zn,-1.8499999999999999,0.1609
Ag-Hf-Os-Ti-Zr,-1.73,0.1609
Ag-Hf-Os-V-W,-0.22999999999999987,0.1609
Ag-Hf-Os-V-Zn,-1.0999999999999999,0.1609
Ag-Hf-Os-V-Zr,-1.02,0.1609
Ag-Hf-Os-W-Zn,-0.27,0.1609
Ag-Hf-Os-W-Zr,-0.44000000000000006,0.1609
Ag-Hf-Os-Zn-Zr,-1.68,0.1609
Ag-Hf-Pd-Pt-Re,-1.5300000000000002,0.1609
Ag-Hf-Pd-Pt-Rh,-2.35,0.1609
Ag-Hf-Pd-Pt-Ta,-1.9800000000000002,0.1609
Ag-Hf-Pd-Pt-Ti,-2.89,0.1609
Ag-Hf-Pd-Pt-V,-1.69,0.1609
Ag-Hf-Pd-Pt-W,-0.91,0.1609
Ag-Hf-Pd-Pt-Zn,-2.68,0.1609
Ag-Hf-Pd-Pt-Zr,-2.98,0.1609
Ag-Hf-Pd-Re-Rh,-1.4499999999999997,0.1609
Ag-Hf-Pd-Re-Ta,-0.76,0.1609
Ag-Hf-Pd-Re-Ti,-1.54,0.1609
Ag-Hf-Pd-Re-V,-0.65,0.1609
Ag-Hf-Pd-Re-W,0.18000000000000002,0.1609
Ag-Hf-Pd-Re-Zn,-1.2199999999999998,0.1609
Ag-Hf-Pd-Re-Zr,-1.36,0.1609
Ag-Hf-Pd-Rh-Ta,-1.82,0.1609
Ag-Hf-Pd-Rh-Ti,-2.64,0.1609
Ag-Hf-Pd-Rh-V,-1.5299999999999998,0.1609
Ag-Hf-Pd-Rh-W,-0.8099999999999999,0.1609
Ag-Hf-Pd-Rh-Zn,-2.4699999999999998,0.1609
Ag-Hf-Pd-Rh-Zr,-2.6799999999999997,0.1609
Ag-Hf-Pd-Ta-Ti,-1.07,0.1609
Ag-Hf-Pd-Ta-V,-0.23999999999999996,0.1609
Ag-Hf-Pd-Ta-W,0.10999999999999995,0.1609
Ag-Hf-Pd-Ta-Zn,-1.21,0.1609
Ag-Hf-Pd-Ta-Zr,-1.0899999999999999,0.1609
Ag-Hf-Pd-Ti-V,-0.9,0.1609
Ag-Hf-Pd-Ti-W,-0.5,0.1609
Ag-Hf-Pd-Ti-Zn,-2.04,0.1609
Ag-Hf-Pd-Ti-Zr,-1.77,0.1609
Ag-Hf-Pd-V-W,0.30000000000000004,0.1609
Ag-Hf-Pd-V-Zn,-1.0599999999999998,0.1609
Ag-Hf-Pd-V-Zr,-0.83,0.1609
Ag-Hf-Pd-W-Zn,-0.3800000000000001,0.1609
Ag-Hf-Pd-W-Zr,-0.40000000000000013,0.1609
Ag-Hf-Pd-Zn-Zr,-2.13,0.1609
Ag-Hf-Pt-Re-Rh,-1.93,0.1609
Ag-Hf-Pt-Re-Ta,-1.45,0.1609
Ag-Hf-Pt-Re-Ti,-2.25,0.1609
Ag-Hf-Pt-Re-V,-1.33,0.1609
Ag-Hf-Pt-Re-W,-0.4499999999999999,0.1609
Ag-Hf-Pt-Re-Zn,-1.63,0.1609
Ag-Hf-Pt-Re-Zr,-2.06,0.1609
Ag-Hf-Pt-Rh-Ta,-2.4400000000000004,0.1609
Ag-Hf-Pt-Rh-Ti,-3.2800000000000002,0.1609
Ag-Hf-Pt-Rh-V,-2.14,0.1609
Ag-Hf-Pt-Rh-W,-1.37,0.1609
Ag-Hf-Pt-Rh-Zn,-2.81,0.1609
Ag-Hf-Pt-Rh-Zr,-3.3100000000000005,0.1609
Ag-Hf-Pt-Ta-Ti,-1.92,0.1609
Ag-Hf-Pt-Ta-V,-1.06,0.1609
Ag-Hf-Pt-Ta-W,-0.66,0.1609
Ag-Hf-Pt-Ta-Zn,-1.76,0.1609
Ag-Hf-Pt-Ta-Zr,-1.9300000000000002,0.1609
Ag-Hf-Pt-Ti-V,-1.74,0.1609
Ag-Hf-Pt-Ti-W,-1.2900000000000003,0.1609
Ag-Hf-Pt-Ti-Zn,-2.6100000000000003,0.1609
Ag-Hf-Pt-Ti-Zr,-2.63,0.1609
Ag-Hf-Pt-V-W,-0.46,0.1609
Ag-Hf-Pt-V-Zn,-1.5999999999999999,0.1609
Ag-Hf-Pt-V-Zr,-1.6600000000000001,0.1609
Ag-Hf-Pt-W-Zn,-0.8700000000000001,0.1609
Ag-Hf-Pt-W-Zr,-1.18,0.1609
Ag-Hf-Pt-Zn-Zr,-2.69,0.1609
Ag-Hf-Re-Rh-Ta,-1.38,0.1609
Ag-Hf-Re-Rh-Ti,-2.09,0.1609
Ag-Hf-Re-Rh-V,-1.2599999999999998,0.1609
Ag-Hf-Re-Rh-W,-0.43999999999999984,0.1609
Ag-Hf-Re-Rh-Zn,-1.5099999999999998,0.1609
Ag-Hf-Re-Rh-Zr,-1.8499999999999999,0.1609
Ag-Hf-Re-Ta-Ti,-0.4099999999999999,0.1609
Ag-Hf-Re-Ta-V,0.13999999999999999,0.1609
Ag-Hf-Re-Ta-W,0.59,0.1609
Ag-Hf-Re-Ta-Zn,-0.14000000000000004,0.1609
Ag-Hf-Re-Ta-Zr,-0.14999999999999997,0.1609
Ag-Hf-Re-Ti-V,-0.4099999999999999,0.1609
Ag-Hf-Re-Ti-W,0.08999999999999983,0.1609
Ag-Hf-Re-Ti-Zn,-0.8599999999999999,0.1609
Ag-Hf-Re-Ti-Zr,-0.72,0.1609
Ag-Hf-Re-V-W,0.6099999999999999,0.1609
Ag-Hf-Re-V-Zn,-0.16000000000000003,0.1609
Ag-Hf-Re-V-Zr,-0.05999999999999997,0.1609
Ag-Hf-Re-W-Zn,0.62,0.1609
Ag-Hf-Re-W-Zr,0.47,0.1609
Ag-Hf-Re-Zn-Zr,-0.6699999999999999,0.1609
Ag-Hf-Rh-Ta-Ti,-1.68,0.1609
Ag-Hf-Rh-Ta-V,-0.9099999999999999,0.1609
Ag-Hf-Rh-Ta-W,-0.57,0.1609
Ag-Hf-Rh-Ta-Zn,-1.5599999999999998,0.1609
Ag-Hf-Rh-Ta-Zr,-1.64,0.1609
Ag-Hf-Rh-Ti-V,-1.4999999999999998,0.1609
Ag-Hf-Rh-Ti-W,-1.1099999999999999,0.1609
Ag-Hf-Rh-Ti-Zn,-2.3200000000000003,0.1609
Ag-Hf-Rh-Ti-Zr,-2.25,0.1609
Ag-Hf-Rh-V-W,-0.36999999999999994,0.1609
Ag-Hf-Rh-V-Zn,-1.3999999999999997,0.1609
Ag-Hf-Rh-V-Zr,-1.3699999999999999,0.1609
Ag-Hf-Rh-W-Zn,-0.7300000000000001,0.1609
Ag-Hf-Rh-W-Zr,-0.9500000000000001,0.1609
Ag-Hf-Rh-Zn-Zr,-2.35,0.1609
Ag-Hf-Ta-Ti-V,0.78,0.1609
Ag-Hf-Ta-Ti-W,0.8,0.1609
Ag-Hf-Ta-Ti-Zn,-0.07000000000000003,0.1609
Ag-Hf-Ta-Ti-Zr,0.32999999999999996,0.1609
Ag-Hf-Ta-V-W,1.2599999999999998,0.1609
Ag-Hf-Ta-V-Zn,0.57,0.1609
Ag-Hf-Ta-V-Zr,0.93,0.1609
Ag-Hf-Ta-W-Zn,0.87,0.1609
Ag-Hf-Ta-W-Zr,0.9799999999999999,0.1609
Ag-Hf-Ta-Zn-Zr,-0.08000000000000006,0.1609
Ag-Hf-Ti-V-W,0.8799999999999999,0.1609
Ag-Hf-Ti-V-Zn,-0.029999999999999923,0.1609
Ag-Hf-Ti-V-Zr,0.4800000000000001,0.1609
Ag-Hf-Ti-W-Zn,0.32000000000000006,0.1609
Ag-Hf-Ti-W-Zr,0.58,0.1609
Ag-Hf-Ti-Zn-Zr,-0.7,0.1609
Ag-Hf-V-W-Zn,0.9299999999999999,0.1609
Ag-Hf-V-W-Zr,1.15,0.1609
Ag-Hf-V-Zn-Zr,0.04999999999999999,0.1609
Ag-Hf-W-Zn-Zr,0.43,0.1609
Ag-Ir-Mg-Mn-Mo,0.14000000000000007,0.1609
Ag-Ir-Mg-Mn-Nb,-0.35,0.1609
Ag-Ir-Mg-Mn-Ni,-0.37999999999999995,0.1609
Ag-Ir-Mg-Mn-Os,-1.0599999999999998,0.1609
Ag-Ir-Mg-Mn-Pd,-1.06,0.1609
Ag-Ir-Mg-Mn-Pt,-1.27,0.1609
Ag-Ir-Mg-Mn-Re,-0.3499999999999999,0.1609
Ag-Ir-Mg-Mn-Rh,-1.0599999999999998,0.1609
Ag-Ir-Mg-Mn-Ta,-0.3799999999999999,0.1609
Ag-Ir-Mg-Mn-Ti,-1.2499999999999998,0.1609
Ag-Ir-Mg-Mn-V,-0.43999999999999995,0.1609
Ag-Ir-Mg-Mn-W,0.4300000000000001,0.1609
Ag-Ir-Mg-Mn-Zn,-0.8099999999999998,0.1609
Ag-Ir-Mg-Mn-Zr,-1.0199999999999998,0.1609
Ag-Ir-Mg-Mo-Nb,-0.2899999999999999,0.1609
Ag-Ir-Mg-Mo-Ni,-0.17000000000000004,0.1609
Ag-Ir-Mg-Mo-Os,-0.7999999999999998,0.1609
Ag-Ir-Mg-Mo-Pd,-0.74,0.1609
Ag-Ir-Mg-Mo-Pt,-1.05,0.1609
Ag-Ir-Mg-Mo-Re,-0.12999999999999987,0.1609
Ag-Ir-Mg-Mo-Rh,-0.95,0.1609
Ag-Ir-Mg-Mo-Ta,-0.32,0.1609
Ag-Ir-Mg-Mo-Ti,-1.06,0.1609
Ag-Ir-Mg-Mo-V,-0.1799999999999999,0.1609
Ag-Ir-Mg-Mo-W,0.5200000000000001,0.1609
Ag-Ir-Mg-Mo-Zn,-0.57,0.1609
Ag-Ir-Mg-Mo-Zr,-0.9299999999999999,0.1609
Ag-Ir-Mg-Nb-Ni,-0.7699999999999999,0.1609
Ag-Ir-Mg-Nb-Os,-1.48,0.1609
Ag-Ir-Mg-Nb-Pd,-1.46,0.1609
Ag-Ir-Mg-Nb-Pt,-1.82,0.1609
Ag-Ir-Mg-Nb-Re,-0.7999999999999999,0.1609
Ag-Ir-Mg-Nb-Rh,-1.66,0.1609
Ag-Ir-Mg-Nb-Ta,-0.6499999999999999,0.1609
Ag-Ir-Mg-Nb-Ti,-1.39,0.1609
Ag-Ir-Mg-Nb-V,-0.4699999999999998,0.1609
Ag-Ir-Mg-Nb-W,0.019999999999999934,0.1609
Ag-Ir-Mg-Nb-Zn,-1.1300000000000001,0.1609
Ag-Ir-Mg-Nb-Zr,-1.38,0.1609
Ag-Ir-Mg-Ni-Os,-1.32,0.1609
Ag-Ir-Mg-Ni-Pd,-1.2,0.1609
Ag-Ir-Mg-Ni-Pt,-1.35,0.1609
Ag-Ir-Mg-Ni-Re,-0.6299999999999999,0.1609
Ag-Ir-Mg-Ni-Rh,-1.26,0.1609
Ag-Ir-Mg-Ni-Ta,-0.7899999999999999,0.1609
Ag-Ir-Mg-Ni-Ti,-1.7200000000000002,0.1609
Ag-Ir-Mg-Ni-V,-0.6899999999999998,0.1609
Ag-Ir-Mg-Ni-W,0.14,0.1609
Ag-Ir-Mg-Ni-Zn,-1.31,0.1609
Ag-Ir-Mg-Ni-Zr,-1.6500000000000001,0.1609
Ag-Ir-Mg-Os-Pd,-1.75,0.1609
