,mix_enthalpy,config_entropy
Au-Cd-In,-0.0613274,9.47e-05
Au-Cd-Ir,0.2476097,9.47e-05
Au-Cd-Mg,-0.2752542,9.47e-05
Au-Cd-Mn,0.1217919,9.47e-05
Au-Cd-Mo,0.2294391,9.47e-05
Au-Cd-Nb,0.0426853,9.47e-05
Au-Cd-Ni,0.0944268,9.47e-05
Au-Cd-Os,0.461937,9.47e-05
Au-Cd-Pb,-0.0241979,9.47e-05
Au-Cd-Pd,-0.1784155,9.47e-05
Au-Cd-Pt,-0.0802813,9.47e-05
Au-Cd-Re,0.4123553,9.47e-05
Au-Cd-Rh,0.075233,9.47e-05
Au-Cd-Ru,0.3125565,9.47e-05
Au-Cd-Sb,-0.071115,9.47e-05
Au-Cd-Sc,-0.3651298,9.47e-05
Au-Cd-Si,-0.0787491,9.47e-05
Au-Cd-Sn,-0.0573324,9.47e-05
Au-Cd-Ta,0.1078642,9.47e-05
Au-Cd-Te,-0.176176,9.47e-05
Au-Cd-Ti,-0.1363114,9.47e-05
Au-Cd-V,0.120913,9.47e-05
Au-Cd-W,0.3695305,9.47e-05
Au-Cd-Y,-0.3814015,9.47e-05
Au-Cd-Zn,-0.084513,9.47e-05
Au-Cd-Zr,-0.2193738,9.47e-05
Au-Co-Cr,0.3729,9.47e-05
Au-Co-Cu,0.202248,9.47e-05
Au-Co-Fe,0.1880827,9.47e-05
Au-Co-Ga,0.0403724,9.47e-05
Au-Co-Ge,0.0755077,9.47e-05
Au-Co-Hf,-0.0441858,9.47e-05
Au-Co-Hg,0.3378005,9.47e-05
Au-Co-In,0.1979046,9.47e-05
Au-Co-Ir,0.3932402,9.47e-05
Au-Co-Mg,0.0057715,9.47e-05
Au-Co-Mn,0.1870811,9.47e-05
Au-Co-Mo,0.3075437,9.47e-05
Au-Co-Nb,0.1366106,9.47e-05
Au-Co-Ni,0.2319522,9.47e-05
Au-Co-Os,0.4886014,9.47e-05
Au-Co-Pb,0.2804325,9.47e-05
Au-Co-Pd,0.1674527,9.47e-05
Au-Co-Pt,0.1990734,9.47e-05
Au-Co-Re,0.4022851,9.47e-05
Au-Co-Rh,0.2965071,9.47e-05
Au-Co-Ru,0.4290611,9.47e-05
Au-Co-Sb,0.1424317,9.47e-05
Au-Co-Sc,-0.133002,9.47e-05
Au-Co-Si,-0.1587533,9.47e-05
Au-Co-Sn,0.2320037,9.47e-05
Au-Co-Ta,0.1363799,9.47e-05
Au-Co-Te,0.1280312,9.47e-05
Au-Co-Ti,-0.0609498,9.47e-05
Au-Co-V,0.1293735,9.47e-05
Au-Co-W,0.3766181,9.47e-05
Au-Co-Y,-0.0661238,9.47e-05
Au-Co-Zn,0.0619886,9.47e-05
Au-Co-Zr,-0.0381592,9.47e-05
Au-Cr-Cu,0.3311244,9.47e-05
Au-Cr-Fe,0.3004149,9.47e-05
Au-Cr-Ga,0.1644419,9.47e-05
Au-Cr-Ge,0.1998057,9.47e-05
Au-Cr-Hf,0.1620866,9.47e-05
Au-Cr-Hg,0.5347324,9.47e-05
Au-Cr-In,0.4193845,9.47e-05
Au-Cr-Ir,0.4030356,9.47e-05
Au-Cr-Mg,0.1948,9.47e-05
Au-Cr-Mn,0.2374765,9.47e-05
Au-Cr-Mo,0.3483365,9.47e-05
Au-Cr-Nb,0.2437106,9.47e-05
Au-Cr-Ni,0.3094102,9.47e-05
Au-Cr-Os,0.5263203,9.47e-05
Au-Cr-Pb,0.5193735,9.47e-05
Au-Cr-Pd,0.2602119,9.47e-05
Au-Cr-Pt,0.227298,9.47e-05
Au-Cr-Re,0.4557705,9.47e-05
Au-Cr-Rh,0.3219611,9.47e-05
Au-Cr-Ru,0.4712759,9.47e-05
Au-Cr-Sb,0.3314833,9.47e-05
Au-Cr-Sc,0.0940477,9.47e-05
Au-Cr-Si,-0.0186948,9.47e-05
Au-Cr-Sn,0.3784848,9.47e-05
Au-Cr-Ta,0.25113,9.47e-05
Au-Cr-Te,0.246329,9.47e-05
Au-Cr-Ti,0.1040694,9.47e-05
Au-Cr-V,0.198676,9.47e-05
Au-Cr-W,0.4131921,9.47e-05
Au-Cr-Y,0.1835652,9.47e-05
Au-Cr-Zn,0.1945817,9.47e-05
Au-Cr-Zr,0.167409,9.47e-05
Au-Cu-Fe,0.1564471,9.47e-05
Au-Cu-Ga,-0.0478069,9.47e-05
Au-Cu-Ge,0.0182129,9.47e-05
Au-Cu-Hf,-0.0986076,9.47e-05
Au-Cu-Hg,0.1709714,9.47e-05
Au-Cu-In,0.0700614,9.47e-05
Au-Cu-Ir,0.2668553,9.47e-05
Au-Cu-Mg,-0.1796799,9.47e-05
Au-Cu-Mn,0.126883,9.47e-05
Au-Cu-Mo,0.2536578,9.47e-05
Au-Cu-Nb,0.0867003,9.47e-05
Au-Cu-Ni,0.1222962,9.47e-05
Au-Cu-Os,0.4220431,9.47e-05
Au-Cu-Pb,0.1519469,9.47e-05
Au-Cu-Pd,-0.0138745,9.47e-05
Au-Cu-Pt,0.0465574,9.47e-05
Au-Cu-Re,0.3747839,9.47e-05
Au-Cu-Rh,0.1680516,9.47e-05
Au-Cu-Ru,0.3371668,9.47e-05
Au-Cu-Sb,0.0346995,9.47e-05
Au-Cu-Sc,-0.2486952,9.47e-05
Au-Cu-Si,-0.0600145,9.47e-05
Au-Cu-Sn,0.0614547,9.47e-05
Au-Cu-Ta,0.1120659,9.47e-05
Au-Cu-Te,0.0032395,9.47e-05
Au-Cu-Ti,-0.092747,9.47e-05
Au-Cu-V,0.1214084,9.47e-05
Au-Cu-W,0.3546542,9.47e-05
Au-Cu-Y,-0.2149615,9.47e-05
Au-Cu-Zn,-0.0823915,9.47e-05
Au-Cu-Zr,-0.125339,9.47e-05
Au-Fe-Ga,-0.0020375,9.47e-05
Au-Fe-Ge,0.0569541,9.47e-05
Au-Fe-Hf,-0.0294929,9.47e-05
Au-Fe-Hg,0.3206192,9.47e-05
Au-Fe-In,0.1887739,9.47e-05
Au-Fe-Ir,0.2899595,9.47e-05
Au-Fe-Mg,-0.0151436,9.47e-05
Au-Fe-Mn,0.1424785,9.47e-05
Au-Fe-Mo,0.255224,9.47e-05
Au-Fe-Nb,0.1012767,9.47e-05
Au-Fe-Ni,0.1594164,9.47e-05
Au-Fe-Os,0.417802,9.47e-05
Au-Fe-Pb,0.2457189,9.47e-05
Au-Fe-Pd,0.0775522,9.47e-05
Au-Fe-Pt,0.0948163,9.47e-05
Au-Fe-Re,0.3544354,9.47e-05
Au-Fe-Rh,0.2037023,9.47e-05
Au-Fe-Ru,0.3598347,9.47e-05
Au-Fe-Sb,0.1031301,9.47e-05
Au-Fe-Sc,-0.1181951,9.47e-05
Au-Fe-Si,-0.1575132,9.47e-05
Au-Fe-Sn,0.1881628,9.47e-05
Au-Fe-Ta,0.104052,9.47e-05
Au-Fe-Te,0.0950856,9.47e-05
Au-Fe-Ti,-0.0853177,9.47e-05
Au-Fe-V,0.0656801,9.47e-05
Au-Fe-W,0.3250367,9.47e-05
Au-Fe-Y,-0.0261572,9.47e-05
Au-Fe-Zn,0.019506,9.47e-05
Au-Fe-Zr,-0.0338071,9.47e-05
Au-Ga-Ge,-0.0651748,9.47e-05
Au-Ga-Hf,-0.3192363,9.47e-05
Au-Ga-Hg,0.0238751,9.47e-05
Au-Ga-In,-0.0675639,9.47e-05
Au-Ga-Ir,0.0870424,9.47e-05
Au-Ga-Mg,-0.2861833,9.47e-05
Au-Ga-Mn,-0.0205865,9.47e-05
Au-Ga-Mo,0.0523305,9.47e-05
Au-Ga-Nb,-0.1457179,9.47e-05
Au-Ga-Ni,-0.0811458,9.47e-05
Au-Ga-Os,0.2860808,9.47e-05
Au-Ga-Pb,-0.0101313,9.47e-05
Au-Ga-Pd,-0.2735901,9.47e-05
Au-Ga-Pt,-0.2091727,9.47e-05
Au-Ga-Re,0.2383274,9.47e-05
Au-Ga-Rh,-0.1163868,9.47e-05
Au-Ga-Ru,0.1305713,9.47e-05
Au-Ga-Sb,-0.0756675,9.47e-05
Au-Ga-Sc,-0.4693958,9.47e-05
Au-Ga-Si,-0.0996467,9.47e-05
Au-Ga-Sn,-0.0594207,9.47e-05
Au-Ga-Ta,-0.0834683,9.47e-05
Au-Ga-Te,-0.1627641,9.47e-05
Au-Ga-Ti,-0.3127161,9.47e-05
Au-Ga-V,-0.0817652,9.47e-05
Au-Ga-W,0.1936887,9.47e-05
Au-Ga-Y,-0.4659528,9.47e-05
Au-Ga-Zn,-0.1034848,9.47e-05
Au-Ga-Zr,-0.3784605,9.47e-05
Au-Ge-Hf,-0.3628175,9.47e-05
Au-Ge-Hg,0.0878946,9.47e-05
Au-Ge-In,-0.0243256,9.47e-05
Au-Ge-Ir,0.1689155,9.47e-05
Au-Ge-Mg,-0.2765943,9.47e-05
Au-Ge-Mn,-0.0110308,9.47e-05
Au-Ge-Mo,0.0922599,9.47e-05
Au-Ge-Nb,-0.1572165,9.47e-05
Au-Ge-Ni,-0.0230947,9.47e-05
Au-Ge-Os,0.3566072,9.47e-05
Au-Ge-Pb,0.0254892,9.47e-05
Au-Ge-Pd,-0.2044996,9.47e-05
Au-Ge-Pt,-0.0748959,9.47e-05
Au-Ge-Re,0.29455,9.47e-05
Au-Ge-Rh,-0.0748125,9.47e-05
Au-Ge-Ru,0.1918745,9.47e-05
Au-Ge-Sb,-0.0450887,9.47e-05
Au-Ge-Sc,-0.5460563,9.47e-05
Au-Ge-Si,-0.068056,9.47e-05
Au-Ge-Sn,-0.0210611,9.47e-05
Au-Ge-Ta,-0.0859952,9.47e-05
Au-Ge-Te,-0.0844817,9.47e-05
Au-Ge-Ti,-0.3555582,9.47e-05
Au-Ge-V,-0.0917184,9.47e-05
Au-Ge-W,0.2608778,9.47e-05
Au-Ge-Y,-0.5560133,9.47e-05
Au-Ge-Zn,-0.0665368,9.47e-05
Au-Ge-Zr,-0.428774,9.47e-05
Au-Hf-Hg,-0.0601941,9.47e-05
Au-Hf-In,-0.1856812,9.47e-05
Au-Hf-Ir,-0.208998,9.47e-05
Au-Hf-Mg,-0.269207,9.47e-05
Au-Hf-Mn,-0.0404058,9.47e-05
Au-Hf-Mo,-0.0138979,9.47e-05
Au-Hf-Nb,-0.1143681,9.47e-05
Au-Hf-Ni,-0.1388108,9.47e-05
Au-Hf-Os,0.0796166,9.47e-05
Au-Hf-Pb,-0.0734002,9.47e-05
Au-Hf-Pd,-0.3650118,9.47e-05
Au-Hf-Pt,-0.4336982,9.47e-05
Au-Hf-Re,0.0468102,9.47e-05
Au-Hf-Rh,-0.2816913,9.47e-05
Au-Hf-Ru,-0.0159126,9.47e-05
Au-Hf-Sb,-0.3070424,9.47e-05
Au-Hf-Sc,-0.3329086,9.47e-05
Au-Hf-Si,-0.4590755,9.47e-05
Au-Hf-Sn,-0.2510349,9.47e-05
Au-Hf-Ta,-0.0734275,9.47e-05
Au-Hf-Te,-0.287192,9.47e-05
Au-Hf-Ti,-0.2069984,9.47e-05
Au-Hf-V,-0.0248842,9.47e-05
Au-Hf-W,0.0859826,9.47e-05
Au-Hf-Y,-0.3034713,9.47e-05
Au-Hf-Zn,-0.2257764,9.47e-05
Au-Hf-Zr,-0.2527849,9.47e-05
Au-Hg-In,0.0361348,9.47e-05
Au-Hg-Ir,0.4651626,9.47e-05
Au-Hg-Mg,-0.1982233,9.47e-05
Au-Hg-Mn,0.2621808,9.47e-05
Au-Hg-Mo,0.4028886,9.47e-05
Au-Hg-Nb,0.1725345,9.47e-05
Au-Hg-Ni,0.2784344,9.47e-05
Au-Hg-Os,0.6596039,9.47e-05
Au-Hg-Pb,0.0729684,9.47e-05
Au-Hg-Pd,0.0259489,9.47e-05
Au-Hg-Pt,0.1696266,9.47e-05
Au-Hg-Re,0.6296058,9.47e-05
Au-Hg-Rh,0.2889805,9.47e-05
Au-Hg-Ru,0.5020946,9.47e-05
Au-Hg-Sb,0.037549,9.47e-05
Au-Hg-Sc,-0.2922679,9.47e-05
Au-Hg-Si,0.0371636,9.47e-05
Au-Hg-Sn,0.0515228,9.47e-05
Au-Hg-Ta,0.2478906,9.47e-05
Au-Hg-Te,0.0528299,9.47e-05
Au-Hg-Ti,-0.0284858,9.47e-05
Au-Hg-V,0.2642217,9.47e-05
Au-Hg-W,0.5592587,9.47e-05
Au-Hg-Y,-0.3151565,9.47e-05
Au-Hg-Zn,0.048111,9.47e-05
Au-Hg-Zr,-0.1287243,9.47e-05
Au-In-Ir,0.2435066,9.47e-05
Au-In-Mg,-0.2365379,9.47e-05
Au-In-Mn,0.1375917,9.47e-05
Au-In-Mo,0.2430999,9.47e-05
Au-In-Nb,0.0114715,9.47e-05
Au-In-Ni,0.0931245,9.47e-05
Au-In-Os,0.4865206,9.47e-05
Au-In-Pb,-0.0017047,9.47e-05
Au-In-Pd,-0.1847252,9.47e-05
Au-In-Pt,-0.0922692,9.47e-05
Au-In-Re,0.411056,9.47e-05
Au-In-Rh,0.0336225,9.47e-05
Au-In-Ru,0.3366785,9.47e-05
Au-In-Sb,-0.0604956,9.47e-05
Au-In-Sc,-0.3863997,9.47e-05
Au-In-Si,-0.0680513,9.47e-05
Au-In-Sn,-0.0397727,9.47e-05
Au-In-Ta,0.0915372,9.47e-05
Au-In-Te,-0.1315606,9.47e-05
Au-In-Ti,-0.1515044,9.47e-05
Au-In-V,0.1241691,9.47e-05
Au-In-W,0.400376,9.47e-05
Au-In-Y,-0.4116834,9.47e-05
Au-In-Zn,-0.0416279,9.47e-05
Au-In-Zr,-0.2621273,9.47e-05
Au-Ir-Mg,-0.0489315,9.47e-05
Au-Ir-Mn,0.2393234,9.47e-05
Au-Ir-Mo,0.2684348,9.47e-05
Au-Ir-Nb,0.0407472,9.47e-05
Au-Ir-Ni,0.3197765,9.47e-05
Au-Ir-Os,0.5662914,9.47e-05
Au-Ir-Pb,0.3640701,9.47e-05
Au-Ir-Pd,0.2782473,9.47e-05
Au-Ir-Pt,0.3356014,9.47e-05
Au-Ir-Re,0.4130014,9.47e-05
Au-Ir-Rh,0.3791554,9.47e-05
Au-Ir-Ru,0.4814879,9.47e-05
Au-Ir-Sb,0.2160466,9.47e-05
Au-Ir-Sc,-0.3143328,9.47e-05
Au-Ir-Si,-0.0576013,9.47e-05
Au-Ir-Sn,0.2675083,9.47e-05
Au-Ir-Ta,0.0323765,9.47e-05
Au-Ir-Te,0.2399533,9.47e-05
Au-Ir-Ti,-0.1728633,9.47e-05
Au-Ir-V,0.0907504,9.47e-05
Au-Ir-W,0.3417338,9.47e-05
Au-Ir-Y,-0.2328368,9.47e-05
Au-Ir-Zn,0.1068409,9.47e-05
Au-Ir-Zr,-0.1876606,9.47e-05
Au-Mg-Mn,-0.0336162,9.47e-05
Au-Mg-Mo,0.0464562,9.47e-05
Au-Mg-Nb,-0.0883248,9.47e-05
Au-Mg-Ni,-0.1150953,9.47e-05
Au-Mg-Os,0.17778,9.47e-05
Au-Mg-Pb,-0.1838659,9.47e-05
Au-Mg-Pd,-0.4262793,9.47e-05
Au-Mg-Pt,-0.4104943,9.47e-05
Au-Mg-Re,0.147544,9.47e-05
Au-Mg-Rh,-0.1885225,9.47e-05
Au-Mg-Ru,0.072523,9.47e-05
Au-Mg-Sb,-0.3105089,9.47e-05
Au-Mg-Sc,-0.4339737,9.47e-05
Au-Mg-Si,-0.2946674,9.47e-05
Au-Mg-Sn,-0.2514806,9.47e-05
Au-Mg-Ta,-0.0308707,9.47e-05
Au-Mg-Te,-0.5733751,9.47e-05
Au-Mg-Ti,-0.2349562,9.47e-05
Au-Mg-V,-0.0042669,9.47e-05
Au-Mg-W,0.16529,9.47e-05
Au-Mg-Y,-0.4474497,9.47e-05
Au-Mg-Zn,-0.2735941,9.47e-05
Au-Mg-Zr,-0.311253,9.47e-05
Au-Mn-Mo,0.2062193,9.47e-05
Au-Mn-Nb,0.0670048,9.47e-05
Au-Mn-Ni,0.1185527,9.47e-05
Au-Mn-Os,0.3692573,9.47e-05
Au-Mn-Pb,0.2721834,9.47e-05
Au-Mn-Pd,0.0131637,9.47e-05
Au-Mn-Pt,0.0190685,9.47e-05
Au-Mn-Re,0.3030444,9.47e-05
Au-Mn-Rh,0.1716347,9.47e-05
Au-Mn-Ru,0.3178905,9.47e-05
Au-Mn-Sb,0.0945515,9.47e-05
Au-Mn-Sc,-0.1215456,9.47e-05
Au-Mn-Si,-0.203726,9.47e-05
Au-Mn-Sn,0.1166278,9.47e-05
Au-Mn-Ta,0.068943,9.47e-05
Au-Mn-Te,0.0401229,9.47e-05
Au-Mn-Ti,-0.109209,9.47e-05
Au-Mn-V,0.0103817,9.47e-05
Au-Mn-W,0.2723337,9.47e-05
Au-Mn-Y,-0.0492237,9.47e-05
Au-Mn-Zn,-0.0041053,9.47e-05
Au-Mn-Zr,-0.0404581,9.47e-05
Au-Mo-Nb,0.082729,9.47e-05
Au-Mo-Ni,0.2360748,9.47e-05
Au-Mo-Os,0.4832459,9.47e-05
Au-Mo-Pb,0.3498003,9.47e-05
Au-Mo-Pd,0.1424394,9.47e-05
Au-Mo-Pt,0.1069543,9.47e-05
Au-Mo-Re,0.3940901,9.47e-05
Au-Mo-Rh,0.2132771,9.47e-05
Au-Mo-Ru,0.4122753,9.47e-05
Au-Mo-Sb,0.1640097,9.47e-05
Au-Mo-Sc,-0.0729521,9.47e-05
Au-Mo-Si,-0.0894647,9.47e-05
Au-Mo-Sn,0.254391,9.47e-05
Au-Mo-Ta,0.0862483,9.47e-05
Au-Mo-Te,0.195181,9.47e-05
Au-Mo-Ti,-0.0344491,9.47e-05
Au-Mo-V,0.1114662,9.47e-05
Au-Mo-W,0.3018336,9.47e-05
Au-Mo-Y,0.0303826,9.47e-05
Au-Mo-Zn,0.1020455,9.47e-05
Au-Mo-Zr,-0.0104586,9.47e-05
Au-Nb-Ni,0.0526923,9.47e-05
Au-Nb-Os,0.2592351,9.47e-05
Au-Nb-Pb,0.1596246,9.47e-05
Au-Nb-Pd,-0.0971871,9.47e-05
Au-Nb-Pt,-0.1544611,9.47e-05
Au-Nb-Re,0.1770676,9.47e-05
Au-Nb-Rh,-0.0237196,9.47e-05
Au-Nb-Ru,0.1810491,9.47e-05
Au-Nb-Sb,-0.040424,9.47e-05
Au-Nb-Sc,-0.19079,9.47e-05
Au-Nb-Si,-0.2865181,9.47e-05
Au-Nb-Sn,-0.036412,9.47e-05
Au-Nb-Ta,0.0198639,9.47e-05
Au-Nb-Te,-0.0092097,9.47e-05
Au-Nb-Ti,-0.0989722,9.47e-05
Au-Nb-V,0.0663649,9.47e-05
Au-Nb-W,0.1603704,9.47e-05
Au-Nb-Y,-0.1210948,9.47e-05
Au-Nb-Zn,-0.0619608,9.47e-05
Au-Nb-Zr,-0.1273617,9.47e-05
Au-Ni-Os,0.4313689,9.47e-05
Au-Ni-Pb,0.1782782,9.47e-05
Au-Ni-Pd,0.1166067,9.47e-05
Au-Ni-Pt,0.1501094,9.47e-05
Au-Ni-Re,0.3507532,9.47e-05
Au-Ni-Rh,0.2531302,9.47e-05
Au-Ni-Ru,0.3714864,9.47e-05
Au-Ni-Sb,0.0515474,9.47e-05
Au-Ni-Sc,-0.2654004,9.47e-05
Au-Ni-Si,-0.1997577,9.47e-05
Au-Ni-Sn,0.0986783,9.47e-05
Au-Ni-Ta,0.0572114,9.47e-05
Au-Ni-Te,0.037796,9.47e-05
Au-Ni-Ti,-0.1467822,9.47e-05
Au-Ni-V,0.068628,9.47e-05
Au-Ni-W,0.3140659,9.47e-05
Au-Ni-Y,-0.1978886,9.47e-05
Au-Ni-Zn,-0.0477039,9.47e-05
Au-Ni-Zr,-0.1476585,9.47e-05
Au-Os-Pb,0.5679053,9.47e-05
Au-Os-Pd,0.3964145,9.47e-05
Au-Os-Pt,0.4317663,9.47e-05
Au-Os-Re,0.5735479,9.47e-05
Au-Os-Rh,0.4765906,9.47e-05
Au-Os-Ru,0.5877266,9.47e-05
Au-Os-Sb,0.45272,9.47e-05
Au-Os-Sc,0.0083846,9.47e-05
Au-Os-Si,0.1182483,9.47e-05
Au-Os-Sn,0.4264984,9.47e-05
Au-Os-Ta,0.2495644,9.47e-05
Au-Os-Te,0.466798,9.47e-05
Au-Os-Ti,0.0385861,9.47e-05
Au-Os-V,0.2318559,9.47e-05
Au-Os-W,0.5551094,9.47e-05
Au-Os-Y,0.1429402,9.47e-05
Au-Os-Zn,0.2902008,9.47e-05
Au-Os-Zr,0.0942578,9.47e-05
Au-Pb-Pd,-0.031248,9.47e-05
Au-Pb-Pt,0.0702831,9.47e-05
Au-Pb-Re,0.4871722,9.47e-05
Au-Pb-Rh,0.2240647,9.47e-05
Au-Pb-Ru,0.4148342,9.47e-05
Au-Pb-Sb,-0.0239564,9.47e-05
Au-Pb-Sc,-0.3313321,9.47e-05
Au-Pb-Si,-0.0236259,9.47e-05
Au-Pb-Sn,0.0036711,9.47e-05
Au-Pb-Ta,0.2567011,9.47e-05
Au-Pb-Te,-0.0989223,9.47e-05
Au-Pb-Ti,-0.0366474,9.47e-05
Au-Pb-V,0.282406,9.47e-05
Au-Pb-W,0.4879148,9.47e-05
Au-Pb-Y,-0.3818894,9.47e-05
Au-Pb-Zn,0.0126547,9.47e-05
Au-Pb-Zr,-0.1665346,9.47e-05
Au-Pd-Pt,0.064694,9.47e-05
Au-Pd-Re,0.312485,9.47e-05
Au-Pd-Rh,0.174491,9.47e-05
Au-Pd-Ru,0.3125139,9.47e-05
Au-Pd-Sb,-0.1655906,9.47e-05
Au-Pd-Sc,-0.5371609,9.47e-05
Au-Pd-Si,-0.2633542,9.47e-05
Au-Pd-Sn,-0.1769611,9.47e-05
Au-Pd-Ta,-0.0864215,9.47e-05
Au-Pd-Te,-0.1243785,9.47e-05
Au-Pd-Ti,-0.3189809,9.47e-05
Au-Pd-V,-0.02282,9.47e-05
Au-Pd-W,0.234358,9.47e-05
Au-Pd-Y,-0.5102676,9.47e-05
Au-Pd-Zn,-0.2476137,9.47e-05
Au-Pd-Zr,-0.379363,9.47e-05
Au-Pt-Re,0.314854,9.47e-05
Au-Pt-Rh,0.2184219,9.47e-05
Au-Pt-Ru,0.3594648,9.47e-05
Au-Pt-Sb,-0.0553758,9.47e-05
Au-Pt-Sc,-0.6009009,9.47e-05
Au-Pt-Si,-0.2587697,9.47e-05
Au-Pt-Sn,-0.0519327,9.47e-05
Au-Pt-Ta,-0.148312,9.47e-05
Au-Pt-Te,-0.0446246,9.47e-05
Au-Pt-Ti,-0.3885778,9.47e-05
Au-Pt-V,-0.0825149,9.47e-05
Au-Pt-W,0.1979115,9.47e-05
Au-Pt-Y,-0.5616939,9.47e-05
Au-Pt-Zn,-0.181505,9.47e-05
Au-Pt-Zr,-0.4399458,9.47e-05
Au-Re-Rh,0.3491882,9.47e-05
Au-Re-Ru,0.5050649,9.47e-05
Au-Re-Sb,0.3396916,9.47e-05
Au-Re-Sc,-0.0144741,9.47e-05
Au-Re-Si,0.0798969,9.47e-05
Au-Re-Sn,0.3601914,9.47e-05
Au-Re-Ta,0.1685974,9.47e-05
Au-Re-Te,0.4075614,9.47e-05
Au-Re-Ti,-0.0118164,9.47e-05
Au-Re-V,0.1596968,9.47e-05
Au-Re-W,0.4578785,9.47e-05
Au-Re-Y,0.1306505,9.47e-05
Au-Re-Zn,0.242038,9.47e-05
Au-Re-Zr,0.054273,9.47e-05
Au-Rh-Ru,0.408296,9.47e-05
Au-Rh-Sb,-0.0112429,9.47e-05
Au-Rh-Sc,-0.4084408,9.47e-05
Au-Rh-Si,-0.2675031,9.47e-05
Au-Rh-Sn,0.0003566,9.47e-05
Au-Rh-Ta,-0.030048,9.47e-05
Au-Rh-Te,0.0468088,9.47e-05
Au-Rh-Ti,-0.2353,9.47e-05
Au-Rh-V,0.0348065,9.47e-05
Au-Rh-W,0.2861089,9.47e-05
Au-Rh-Y,-0.3410915,9.47e-05
Au-Rh-Zn,-0.0443335,9.47e-05
Au-Rh-Zr,-0.2659711,9.47e-05
Au-Ru-Sb,0.2694994,9.47e-05
Au-Ru-Sc,-0.0958331,9.47e-05
Au-Ru-Si,-0.0311271,9.47e-05
Au-Ru-Sn,0.3179107,9.47e-05
Au-Ru-Ta,0.1718653,9.47e-05
Au-Ru-Te,0.2574734,9.47e-05
Au-Ru-Ti,-0.0330813,9.47e-05
Au-Ru-V,0.1786921,9.47e-05
Au-Ru-W,0.4779402,9.47e-05
Au-Ru-Y,0.0184283,9.47e-05
Au-Ru-Zn,0.1676113,9.47e-05
Au-Ru-Zr,-0.0038095,9.47e-05
Au-Sb-Sc,-0.5581923,9.47e-05
Au-Sb-Si,-0.0502977,9.47e-05
Au-Sb-Sn,-0.0580701,9.47e-05
Au-Sb-Ta,0.0589065,9.47e-05
Au-Sb-Te,-0.0550841,9.47e-05
Au-Sb-Ti,-0.269005,9.47e-05
Au-Sb-V,0.0752635,9.47e-05
Au-Sb-W,0.3060565,9.47e-05
Au-Sb-Y,-0.6138843,9.47e-05
Au-Sb-Zn,-0.0796765,9.47e-05
Au-Sb-Zr,-0.399841,9.47e-05
Au-Sc-Si,-0.6001419,9.47e-05
Au-Sc-Sn,-0.4668648,9.47e-05
Au-Sc-Ta,-0.1401567,9.47e-05
Au-Sc-Te,-0.6223136,9.47e-05
Au-Sc-Ti,-0.2894595,9.47e-05
Au-Sc-V,-0.0973455,9.47e-05
Au-Sc-W,0.0347398,9.47e-05
Au-Sc-Y,-0.4458644,9.47e-05
Au-Sc-Zn,-0.3848334,9.47e-05
Au-Sc-Zr,-0.3696768,9.47e-05
Au-Si-Sn,-0.0336479,9.47e-05
Au-Si-Ta,-0.2261637,9.47e-05
Au-Si-Te,-0.1354831,9.47e-05
Au-Si-Ti,-0.474839,9.47e-05
Au-Si-V,-0.2608676,9.47e-05
Au-Si-W,0.0605883,9.47e-05
Au-Si-Y,-0.5921926,9.47e-05
Au-Si-Zn,-0.0967344,9.47e-05
Au-Si-Zr,-0.5109134,9.47e-05
Au-Sn-Ta,0.0513633,9.47e-05
Au-Sn-Te,-0.0940873,9.47e-05
Au-Sn-Ti,-0.2159781,9.47e-05
Au-Sn-V,0.0867189,9.47e-05
Au-Sn-W,0.4209046,9.47e-05
Au-Sn-Y,-0.5005816,9.47e-05
Au-Sn-Zn,-0.0463264,9.47e-05
Au-Sn-Zr,-0.334607,9.47e-05
Au-Ta-Te,0.0749162,9.47e-05
Au-Ta-Ti,-0.0654538,9.47e-05
Au-Ta-V,0.0817983,9.47e-05
Au-Ta-W,0.166882,9.47e-05
Au-Ta-Y,-0.0614865,9.47e-05
Au-Ta-Zn,-0.0150018,9.47e-05
Au-Ta-Zr,-0.0866291,9.47e-05
Au-Te-Ti,-0.2556097,9.47e-05
Au-Te-V,0.017429,9.47e-05
Au-Te-W,0.3685088,9.47e-05
Au-Te-Y,-0.7113999,9.47e-05
Au-Te-Zn,-0.1788424,9.47e-05
Au-Te-Zr,-0.3800765,9.47e-05
Au-Ti-V,-0.0493342,9.47e-05
Au-Ti-W,0.0564769,9.47e-05
Au-Ti-Y,-0.2398936,9.47e-05
Au-Ti-Zn,-0.2200879,9.47e-05
Au-Ti-Zr,-0.2253864,9.47e-05
Au-V-W,0.1889603,9.47e-05
Au-V-Y,-0.0193014,9.47e-05
Au-V-Zn,-0.0073777,9.47e-05
Au-V-Zr,-0.0339103,9.47e-05
Au-W-Y,0.1595745,9.47e-05
Au-W-Zn,0.2258576,9.47e-05
Au-W-Zr,0.0896697,9.47e-05
Au-Y-Zn,-0.3698923,9.47e-05
Au-Y-Zr,-0.3329781,9.47e-05
Au-Zn-Zr,-0.2765308,9.47e-05
Bi-Cd-Co,0.2701978,9.47e-05
Bi-Cd-Cr,0.5438033,9.47e-05
Bi-Cd-Cu,0.1504604,9.47e-05
Bi-Cd-Fe,0.2608907,9.47e-05
