,mix_enthalpy,config_entropy
Ag-Mn-Ni-Zr,0.075,0.0001195
Ag-Mn-Os-Pd,-0.0175,0.0001195
Ag-Mn-Os-Pt,-0.0575,0.0001195
Ag-Mn-Os-Re,0.0375,0.0001195
Ag-Mn-Os-Rh,-0.015,0.0001195
Ag-Mn-Os-Ta,-0.0025,0.0001195
Ag-Mn-Os-Ti,-0.17,0.0001195
Ag-Mn-Os-V,-0.065,0.0001195
Ag-Mn-Os-W,0.175,0.0001195
Ag-Mn-Os-Zn,-0.0325,0.0001195
Ag-Mn-Os-Zr,-0.0575,0.0001195
Ag-Mn-Pd-Pt,-0.02,0.0001195
Ag-Mn-Pd-Re,0.125,0.0001195
Ag-Mn-Pd-Rh,0.02,0.0001195
Ag-Mn-Pd-Ta,0.0525,0.0001195
Ag-Mn-Pd-Ti,-0.1275,0.0001195
Ag-Mn-Pd-V,0.035,0.0001195
Ag-Mn-Pd-W,0.2375,0.0001195
Ag-Mn-Pd-Zn,-0.0925,0.0001195
Ag-Mn-Pd-Zr,-0.08,0.0001195
Ag-Mn-Pt-Re,0.0675,0.0001195
Ag-Mn-Pt-Rh,-0.02,0.0001195
Ag-Mn-Pt-Ta,-0.04,0.0001195
Ag-Mn-Pt-Ti,-0.225,0.0001195
Ag-Mn-Pt-V,-0.055,0.0001195
Ag-Mn-Pt-W,0.16,0.0001195
Ag-Mn-Pt-Zn,-0.115,0.0001195
Ag-Mn-Pt-Zr,-0.175,0.0001195
Ag-Mn-Re-Rh,0.085,0.0001195
Ag-Mn-Re-Ta,0.145,0.0001195
Ag-Mn-Re-Ti,-0.0075,0.0001195
Ag-Mn-Re-V,0.085,0.0001195
Ag-Mn-Re-W,0.3125,0.0001195
Ag-Mn-Re-Zn,0.13,0.0001195
Ag-Mn-Re-Zr,0.11,0.0001195
Ag-Mn-Rh-Ta,-0.0025,0.0001195
Ag-Mn-Rh-Ti,-0.165,0.0001195
Ag-Mn-Rh-V,-0.0175,0.0001195
Ag-Mn-Rh-W,0.1825,0.0001195
Ag-Mn-Rh-Zn,-0.065,0.0001195
Ag-Mn-Rh-Zr,-0.1025,0.0001195
Ag-Mn-Ta-Ti,0.115,0.0001195
Ag-Mn-Ta-V,0.1925,0.0001195
Ag-Mn-Ta-W,0.3,0.0001195
Ag-Mn-Ta-Zn,0.1375,0.0001195
Ag-Mn-Ta-Zr,0.1825,0.0001195
Ag-Mn-Ti-V,0.07,0.0001195
Ag-Mn-Ti-W,0.19,0.0001195
Ag-Mn-Ti-Zn,-0.0275,0.0001195
Ag-Mn-Ti-Zr,0.055,0.0001195
Ag-Mn-V-W,0.26,0.0001195
Ag-Mn-V-Zn,0.0875,0.0001195
Ag-Mn-V-Zr,0.16,0.0001195
Ag-Mn-W-Zn,0.2775,0.0001195
Ag-Mn-W-Zr,0.2875,0.0001195
Ag-Mn-Zn-Zr,0.0225,0.0001195
Ag-Mo-Nb-Ni,0.2225,0.0001195
Ag-Mo-Nb-Os,0.0825,0.0001195
Ag-Mo-Nb-Pd,0.14,0.0001195
Ag-Mo-Nb-Pt,0.0225,0.0001195
Ag-Mo-Nb-Re,0.215,0.0001195
Ag-Mo-Nb-Rh,0.0425,0.0001195
Ag-Mo-Nb-Ta,0.24,0.0001195
Ag-Mo-Nb-Ti,0.155,0.0001195
Ag-Mo-Nb-V,0.2625,0.0001195
Ag-Mo-Nb-W,0.3325,0.0001195
Ag-Mo-Nb-Zn,0.1825,0.0001195
Ag-Mo-Nb-Zr,0.195,0.0001195
Ag-Mo-Ni-Os,0.1225,0.0001195
Ag-Mo-Ni-Pd,0.205,0.0001195
Ag-Mo-Ni-Pt,0.14,0.0001195
Ag-Mo-Ni-Re,0.2575,0.0001195
Ag-Mo-Ni-Rh,0.1425,0.0001195
Ag-Mo-Ni-Ta,0.205,0.0001195
Ag-Mo-Ni-Ti,0.0725,0.0001195
Ag-Mo-Ni-V,0.2075,0.0001195
Ag-Mo-Ni-W,0.3625,0.0001195
Ag-Mo-Ni-Zn,0.1375,0.0001195
Ag-Mo-Ni-Zr,0.1275,0.0001195
Ag-Mo-Os-Pd,0.105,0.0001195
Ag-Mo-Os-Pt,0.04,0.0001195
Ag-Mo-Os-Re,0.135,0.0001195
Ag-Mo-Os-Rh,0.055,0.0001195
Ag-Mo-Os-Ta,0.055,0.0001195
Ag-Mo-Os-Ti,-0.08,0.0001195
Ag-Mo-Os-V,0.0425,0.0001195
Ag-Mo-Os-W,0.24,0.0001195
Ag-Mo-Os-Zn,0.07,0.0001195
Ag-Mo-Os-Zr,0.0075,0.0001195
Ag-Mo-Pd-Pt,0.0925,0.0001195
Ag-Mo-Pd-Re,0.2375,0.0001195
Ag-Mo-Pd-Rh,0.105,0.0001195
Ag-Mo-Pd-Ta,0.125,0.0001195
Ag-Mo-Pd-Ti,-0.0225,0.0001195
Ag-Mo-Pd-V,0.1575,0.0001195
Ag-Mo-Pd-W,0.3175,0.0001195
Ag-Mo-Pd-Zn,0.025,0.0001195
Ag-Mo-Pd-Zr,0.0,0.0001195
Ag-Mo-Pt-Re,0.155,0.0001195
Ag-Mo-Pt-Rh,0.04,0.0001195
Ag-Mo-Pt-Ta,0.0075,0.0001195
Ag-Mo-Pt-Ti,-0.145,0.0001195
Ag-Mo-Pt-V,0.0425,0.0001195
Ag-Mo-Pt-W,0.215,0.0001195
Ag-Mo-Pt-Zn,-0.0225,0.0001195
Ag-Mo-Pt-Zr,-0.12,0.0001195
Ag-Mo-Re-Rh,0.145,0.0001195
Ag-Mo-Re-Ta,0.1925,0.0001195
Ag-Mo-Re-Ti,0.0725,0.0001195
Ag-Mo-Re-V,0.1825,0.0001195
Ag-Mo-Re-W,0.3675,0.0001195
Ag-Mo-Re-Zn,0.2225,0.0001195
Ag-Mo-Re-Zr,0.165,0.0001195
Ag-Mo-Rh-Ta,0.0175,0.0001195
Ag-Mo-Rh-Ti,-0.1125,0.0001195
Ag-Mo-Rh-V,0.0525,0.0001195
Ag-Mo-Rh-W,0.21,0.0001195
Ag-Mo-Rh-Zn,0.0,0.0001195
Ag-Mo-Rh-Zr,-0.075,0.0001195
Ag-Mo-Ta-Ti,0.155,0.0001195
Ag-Mo-Ta-V,0.25,0.0001195
Ag-Mo-Ta-W,0.315,0.0001195
Ag-Mo-Ta-Zn,0.19,0.0001195
Ag-Mo-Ta-Zr,0.1975,0.0001195
Ag-Mo-Ti-V,0.16,0.0001195
Ag-Mo-Ti-W,0.2375,0.0001195
Ag-Mo-Ti-Zn,0.0575,0.0001195
Ag-Mo-Ti-Zr,0.1025,0.0001195
Ag-Mo-V-W,0.325,0.0001195
Ag-Mo-V-Zn,0.19,0.0001195
Ag-Mo-V-Zr,0.225,0.0001195
Ag-Mo-W-Zn,0.3375,0.0001195
Ag-Mo-W-Zr,0.31,0.0001195
Ag-Mo-Zn-Zr,0.0825,0.0001195
Ag-Nb-Ni-Os,-0.015,0.0001195
Ag-Nb-Ni-Pd,0.0575,0.0001195
Ag-Nb-Ni-Pt,-0.02,0.0001195
Ag-Nb-Ni-Re,0.1225,0.0001195
Ag-Nb-Ni-Rh,-0.0025,0.0001195
Ag-Nb-Ni-Ta,0.155,0.0001195
Ag-Nb-Ni-Ti,0.0225,0.0001195
Ag-Nb-Ni-V,0.1675,0.0001195
Ag-Nb-Ni-W,0.27,0.0001195
Ag-Nb-Ni-Zn,0.03,0.0001195
Ag-Nb-Ni-Zr,0.0475,0.0001195
Ag-Nb-Os-Pd,-0.0625,0.0001195
Ag-Nb-Os-Pt,-0.14,0.0001195
Ag-Nb-Os-Re,-0.02,0.0001195
Ag-Nb-Os-Rh,-0.11,0.0001195
Ag-Nb-Os-Ta,-0.015,0.0001195
Ag-Nb-Os-Ti,-0.15,0.0001195
Ag-Nb-Os-V,-0.0175,0.0001195
Ag-Nb-Os-W,0.1275,0.0001195
Ag-Nb-Os-Zn,-0.0575,0.0001195
Ag-Nb-Os-Zr,-0.0925,0.0001195
Ag-Nb-Pd-Pt,-0.0975,0.0001195
Ag-Nb-Pd-Re,0.0725,0.0001195
Ag-Nb-Pd-Rh,-0.07,0.0001195
Ag-Nb-Pd-Ta,0.045,0.0001195
Ag-Nb-Pd-Ti,-0.1025,0.0001195
Ag-Nb-Pd-V,0.0875,0.0001195
Ag-Nb-Pd-W,0.195,0.0001195
Ag-Nb-Pd-Zn,-0.1125,0.0001195
Ag-Nb-Pd-Zr,-0.11,0.0001195
Ag-Nb-Pt-Re,-0.0225,0.0001195
Ag-Nb-Pt-Rh,-0.1475,0.0001195
Ag-Nb-Pt-Ta,-0.085,0.0001195
Ag-Nb-Pt-Ti,-0.2375,0.0001195
Ag-Nb-Pt-V,-0.04,0.0001195
Ag-Nb-Pt-W,0.08,0.0001195
Ag-Nb-Pt-Zn,-0.1725,0.0001195
Ag-Nb-Pt-Zr,-0.2425,0.0001195
Ag-Nb-Re-Rh,-0.0175,0.0001195
Ag-Nb-Re-Ta,0.125,0.0001195
Ag-Nb-Re-Ti,0.005,0.0001195
Ag-Nb-Re-V,0.125,0.0001195
Ag-Nb-Re-W,0.2575,0.0001195
Ag-Nb-Re-Zn,0.0975,0.0001195
Ag-Nb-Re-Zr,0.0675,0.0001195
Ag-Nb-Rh-Ta,-0.06,0.0001195
Ag-Nb-Rh-Ti,-0.19,0.0001195
Ag-Nb-Rh-V,-0.015,0.0001195
Ag-Nb-Rh-W,0.09,0.0001195
Ag-Nb-Rh-Zn,-0.135,0.0001195
Ag-Nb-Rh-Zr,-0.1825,0.0001195
Ag-Nb-Ta-Ti,0.1725,0.0001195
Ag-Nb-Ta-V,0.2775,0.0001195
Ag-Nb-Ta-W,0.29,0.0001195
Ag-Nb-Ta-Zn,0.15,0.0001195
Ag-Nb-Ta-Zr,0.185,0.0001195
Ag-Nb-Ti-V,0.1875,0.0001195
Ag-Nb-Ti-W,0.2125,0.0001195
Ag-Nb-Ti-Zn,0.0175,0.0001195
Ag-Nb-Ti-Zr,0.09,0.0001195
Ag-Nb-V-W,0.31,0.0001195
Ag-Nb-V-Zn,0.16,0.0001195
Ag-Nb-V-Zr,0.2225,0.0001195
Ag-Nb-W-Zn,0.255,0.0001195
Ag-Nb-W-Zr,0.255,0.0001195
Ag-Nb-Zn-Zr,0.0125,0.0001195
Ag-Ni-Os-Pd,0.0125,0.0001195
Ag-Ni-Os-Pt,-0.0125,0.0001195
Ag-Ni-Os-Re,0.0325,0.0001195
Ag-Ni-Os-Rh,-0.0,0.0001195
Ag-Ni-Os-Ta,-0.04,0.0001195
Ag-Ni-Os-Ti,-0.2225,0.0001195
Ag-Ni-Os-V,-0.0625,0.0001195
Ag-Ni-Os-W,0.1675,0.0001195
Ag-Ni-Os-Zn,-0.0925,0.0001195
Ag-Ni-Os-Zr,-0.15,0.0001195
Ag-Ni-Pd-Pt,0.055,0.0001195
Ag-Ni-Pd-Re,0.15,0.0001195
Ag-Ni-Pd-Rh,0.065,0.0001195
Ag-Ni-Pd-Ta,0.045,0.0001195
Ag-Ni-Pd-Ti,-0.15,0.0001195
Ag-Ni-Pd-V,0.0675,0.0001195
Ag-Ni-Pd-W,0.26,0.0001195
Ag-Ni-Pd-Zn,-0.1225,0.0001195
Ag-Ni-Pd-Zr,-0.1425,0.0001195
Ag-Ni-Pt-Re,0.1075,0.0001195
Ag-Ni-Pt-Rh,0.04,0.0001195
Ag-Ni-Pt-Ta,-0.0325,0.0001195
Ag-Ni-Pt-Ti,-0.2325,0.0001195
Ag-Ni-Pt-V,-0.0075,0.0001195
Ag-Ni-Pt-W,0.1975,0.0001195
Ag-Ni-Pt-Zn,-0.13,0.0001195
Ag-Ni-Pt-Zr,-0.2225,0.0001195
Ag-Ni-Re-Rh,0.095,0.0001195
Ag-Ni-Re-Ta,0.1025,0.0001195
Ag-Ni-Re-Ti,-0.065,0.0001195
Ag-Ni-Re-V,0.0825,0.0001195
Ag-Ni-Re-W,0.3,0.0001195
Ag-Ni-Re-Zn,0.065,0.0001195
Ag-Ni-Re-Zr,0.0125,0.0001195
Ag-Ni-Rh-Ta,-0.025,0.0001195
Ag-Ni-Rh-Ti,-0.2025,0.0001195
Ag-Ni-Rh-V,0.0,0.0001195
Ag-Ni-Rh-W,0.19,0.0001195
Ag-Ni-Rh-Zn,-0.11,0.0001195
Ag-Ni-Rh-Zr,-0.18,0.0001195
Ag-Ni-Ta-Ti,0.025,0.0001195
Ag-Ni-Ta-V,0.1575,0.0001195
Ag-Ni-Ta-W,0.255,0.0001195
Ag-Ni-Ta-Zn,0.04,0.0001195
Ag-Ni-Ta-Zr,0.0525,0.0001195
Ag-Ni-Ti-V,0.02,0.0001195
Ag-Ni-Ti-W,0.13,0.0001195
Ag-Ni-Ti-Zn,-0.14,0.0001195
Ag-Ni-Ti-Zr,-0.09,0.0001195
Ag-Ni-V-W,0.255,0.0001195
Ag-Ni-V-Zn,0.03,0.0001195
Ag-Ni-V-Zr,0.07,0.0001195
Ag-Ni-W-Zn,0.21,0.0001195
Ag-Ni-W-Zr,0.1875,0.0001195
Ag-Ni-Zn-Zr,-0.13,0.0001195
Ag-Os-Pd-Pt,-0.025,0.0001195
Ag-Os-Pd-Re,0.0475,0.0001195
Ag-Os-Pd-Rh,-0.0025,0.0001195
Ag-Os-Pd-Ta,-0.085,0.0001195
Ag-Os-Pd-Ti,-0.2825,0.0001195
Ag-Os-Pd-V,-0.0775,0.0001195
Ag-Os-Pd-W,0.1575,0.0001195
Ag-Os-Pd-Zn,-0.17,0.0001195
Ag-Os-Pd-Zr,-0.2425,0.0001195
Ag-Os-Pt-Re,0.005,0.0001195
Ag-Os-Pt-Rh,-0.0275,0.0001195
Ag-Os-Pt-Ta,-0.1625,0.0001195
Ag-Os-Pt-Ti,-0.365,0.0001195
Ag-Os-Pt-V,-0.1525,0.0001195
Ag-Os-Pt-W,0.095,0.0001195
Ag-Os-Pt-Zn,-0.1775,0.0001195
Ag-Os-Pt-Zr,-0.3225,0.0001195
Ag-Os-Re-Rh,0.005,0.0001195
Ag-Os-Re-Ta,-0.05,0.0001195
Ag-Os-Re-Ti,-0.22,0.0001195
Ag-Os-Re-V,-0.085,0.0001195
Ag-Os-Re-W,0.175,0.0001195
Ag-Os-Re-Zn,-0.005,0.0001195
Ag-Os-Re-Zr,-0.11,0.0001195
Ag-Os-Rh-Ta,-0.1425,0.0001195
Ag-Os-Rh-Ti,-0.3225,0.0001195
Ag-Os-Rh-V,-0.1325,0.0001195
Ag-Os-Rh-W,0.1,0.0001195
Ag-Os-Rh-Zn,-0.145,0.0001195
Ag-Os-Rh-Zr,-0.2675,0.0001195
Ag-Os-Ta-Ti,-0.1575,0.0001195
Ag-Os-Ta-V,-0.0375,0.0001195
Ag-Os-Ta-W,0.1025,0.0001195
Ag-Os-Ta-Zn,-0.0575,0.0001195
Ag-Os-Ta-Zr,-0.0975,0.0001195
Ag-Os-Ti-V,-0.1775,0.0001195
Ag-Os-Ti-W,-0.025,0.0001195
Ag-Os-Ti-Zn,-0.24,0.0001195
Ag-Os-Ti-Zr,-0.2425,0.0001195
Ag-Os-V-W,0.0875,0.0001195
Ag-Os-V-Zn,-0.0825,0.0001195
Ag-Os-V-Zr,-0.095,0.0001195
Ag-Os-W-Zn,0.14,0.0001195
Ag-Os-W-Zr,0.065,0.0001195
Ag-Os-Zn-Zr,-0.1975,0.0001195
Ag-Pd-Pt-Re,0.0925,0.0001195
Ag-Pd-Pt-Rh,0.0075,0.0001195
Ag-Pd-Pt-Ta,-0.1075,0.0001195
Ag-Pd-Pt-Ti,-0.3225,0.0001195
Ag-Pd-Pt-V,-0.0525,0.0001195
Ag-Pd-Pt-W,0.1575,0.0001195
Ag-Pd-Pt-Zn,-0.2375,0.0001195
Ag-Pd-Pt-Zr,-0.345,0.0001195
Ag-Pd-Re-Rh,0.09,0.0001195
Ag-Pd-Re-Ta,0.055,0.0001195
Ag-Pd-Re-Ti,-0.1275,0.0001195
Ag-Pd-Re-V,0.065,0.0001195
Ag-Pd-Re-W,0.2875,0.0001195
Ag-Pd-Re-Zn,-0.015,0.0001195
Ag-Pd-Re-Zr,-0.0825,0.0001195
Ag-Pd-Rh-Ta,-0.09,0.0001195
Ag-Pd-Rh-Ti,-0.2825,0.0001195
Ag-Pd-Rh-V,-0.035,0.0001195
Ag-Pd-Rh-W,0.16,0.0001195
Ag-Pd-Rh-Zn,-0.2075,0.0001195
Ag-Pd-Rh-Zr,-0.2925,0.0001195
Ag-Pd-Ta-Ti,-0.0975,0.0001195
Ag-Pd-Ta-V,0.08,0.0001195
Ag-Pd-Ta-W,0.1825,0.0001195
Ag-Pd-Ta-Zn,-0.1,0.0001195
Ag-Pd-Ta-Zr,-0.1025,0.0001195
Ag-Pd-Ti-V,-0.0725,0.0001195
Ag-Pd-Ti-W,0.0425,0.0001195
Ag-Pd-Ti-Zn,-0.295,0.0001195
Ag-Pd-Ti-Zr,-0.26,0.0001195
Ag-Pd-V-W,0.2125,0.0001195
Ag-Pd-V-Zn,-0.08,0.0001195
Ag-Pd-V-Zr,-0.055,0.0001195
Ag-Pd-W-Zn,0.105,0.0001195
Ag-Pd-W-Zr,0.0675,0.0001195
Ag-Pd-Zn-Zr,-0.3175,0.0001195
Ag-Pt-Re-Rh,0.0475,0.0001195
Ag-Pt-Re-Ta,-0.04,0.0001195
Ag-Pt-Re-Ti,-0.2275,0.0001195
Ag-Pt-Re-V,-0.0275,0.0001195
Ag-Pt-Re-W,0.2075,0.0001195
Ag-Pt-Re-Zn,-0.04,0.0001195
Ag-Pt-Re-Zr,-0.18,0.0001195
Ag-Pt-Rh-Ta,-0.1675,0.0001195
Ag-Pt-Rh-Ti,-0.365,0.0001195
Ag-Pt-Rh-V,-0.11,0.0001195
Ag-Pt-Rh-W,0.0975,0.0001195
Ag-Pt-Rh-Zn,-0.215,0.0001195
Ag-Pt-Rh-Zr,-0.3725,0.0001195
Ag-Pt-Ta-Ti,-0.2325,0.0001195
Ag-Pt-Ta-V,-0.0475,0.0001195
Ag-Pt-Ta-W,0.0675,0.0001195
Ag-Pt-Ta-Zn,-0.16,0.0001195
Ag-Pt-Ta-Zr,-0.235,0.0001195
Ag-Pt-Ti-V,-0.205,0.0001195
Ag-Pt-Ti-W,-0.0775,0.0001195
Ag-Pt-Ti-Zn,-0.36,0.0001195
Ag-Pt-Ti-Zr,-0.3975,0.0001195
Ag-Pt-V-W,0.1,0.0001195
Ag-Pt-V-Zn,-0.1375,0.0001195
Ag-Pt-V-Zr,-0.185,0.0001195
Ag-Pt-W-Zn,0.06,0.0001195
Ag-Pt-W-Zr,-0.05,0.0001195
Ag-Pt-Zn-Zr,-0.38,0.0001195
Ag-Re-Rh-Ta,-0.045,0.0001195
Ag-Re-Rh-Ti,-0.21,0.0001195
Ag-Re-Rh-V,-0.0325,0.0001195
Ag-Re-Rh-W,0.1875,0.0001195
Ag-Re-Rh-Zn,-0.0325,0.0001195
Ag-Re-Rh-Zr,-0.15,0.0001195
Ag-Re-Ta-Ti,0.0025,0.0001195
Ag-Re-Ta-V,0.11,0.0001195
Ag-Re-Ta-W,0.2375,0.0001195
Ag-Re-Ta-Zn,0.1025,0.0001195
Ag-Re-Ta-Zr,0.0675,0.0001195
Ag-Re-Ti-V,-0.015,0.0001195
Ag-Re-Ti-W,0.125,0.0001195
Ag-Re-Ti-Zn,-0.065,0.0001195
Ag-Re-Ti-Zr,-0.0625,0.0001195
Ag-Re-V-W,0.225,0.0001195
Ag-Re-V-Zn,0.08,0.0001195
Ag-Re-V-Zr,0.0725,0.0001195
Ag-Re-W-Zn,0.29,0.0001195
Ag-Re-W-Zr,0.22,0.0001195
Ag-Re-Zn-Zr,-0.0175,0.0001195
Ag-Rh-Ta-Ti,-0.195,0.0001195
Ag-Rh-Ta-V,-0.0325,0.0001195
Ag-Rh-Ta-W,0.0675,0.0001195
Ag-Rh-Ta-Zn,-0.1325,0.0001195
Ag-Rh-Ta-Zr,-0.185,0.0001195
Ag-Rh-Ti-V,-0.1675,0.0001195
Ag-Rh-Ti-W,-0.055,0.0001195
Ag-Rh-Ti-Zn,-0.31,0.0001195
Ag-Rh-Ti-Zr,-0.325,0.0001195
Ag-Rh-V-W,0.1,0.0001195
Ag-Rh-V-Zn,-0.11,0.0001195
Ag-Rh-V-Zr,-0.135,0.0001195
Ag-Rh-W-Zn,0.0725,0.0001195
Ag-Rh-W-Zr,-0.015,0.0001195
Ag-Rh-Zn-Zr,-0.3175,0.0001195
Ag-Ta-Ti-V,0.195,0.0001195
Ag-Ta-Ti-W,0.215,0.0001195
Ag-Ta-Ti-Zn,0.045,0.0001195
Ag-Ta-Ti-Zr,0.1125,0.0001195
Ag-Ta-V-W,0.3,0.0001195
Ag-Ta-V-Zn,0.175,0.0001195
Ag-Ta-V-Zr,0.2325,0.0001195
Ag-Ta-W-Zn,0.265,0.0001195
Ag-Ta-W-Zr,0.26,0.0001195
Ag-Ta-Zn-Zr,0.0425,0.0001195
Ag-Ti-V-W,0.2175,0.0001195
Ag-Ti-V-Zn,0.0375,0.0001195
Ag-Ti-V-Zr,0.1325,0.0001195
Ag-Ti-W-Zn,0.14,0.0001195
Ag-Ti-W-Zr,0.1725,0.0001195
Ag-Ti-Zn-Zr,-0.1,0.0001195
Ag-V-W-Zn,0.2625,0.0001195
Ag-V-W-Zr,0.285,0.0001195
Ag-V-Zn-Zr,0.0575,0.0001195
Ag-W-Zn-Zr,0.1675,0.0001195
Al-Au-Cd-Co,-0.0775,0.0001195
Al-Au-Cd-Cr,0.1225,0.0001195
Al-Au-Cd-Cu,-0.1275,0.0001195
Al-Au-Cd-Fe,-0.0575,0.0001195
Al-Au-Cd-Hf,-0.3125,0.0001195
Al-Au-Cd-Ir,-0.3175,0.0001195
Al-Au-Cd-Mg,-0.2475,0.0001195
Al-Au-Cd-Mn,-0.0925,0.0001195
Al-Au-Cd-Mo,0.0,0.0001195
Al-Au-Cd-Nb,-0.1225,0.0001195
Al-Au-Cd-Ni,-0.1825,0.0001195
Al-Au-Cd-Os,-0.2,0.0001195
Al-Au-Cd-Pd,-0.375,0.0001195
Al-Au-Cd-Pt,-0.37,0.0001195
Al-Au-Cd-Re,-0.0075,0.0001195
Al-Au-Cd-Rh,-0.3375,0.0001195
Al-Au-Cd-Ta,-0.08,0.0001195
Al-Au-Cd-Ti,-0.2775,0.0001195
Al-Au-Cd-V,-0.065,0.0001195
Al-Au-Cd-W,0.1075,0.0001195
Al-Au-Cd-Zn,-0.1525,0.0001195
Al-Au-Cd-Zr,-0.3175,0.0001195
Al-Au-Co-Cr,-0.0125,0.0001195
Al-Au-Co-Cu,-0.1275,0.0001195
Al-Au-Co-Fe,-0.1175,0.0001195
Al-Au-Co-Hf,-0.3575,0.0001195
Al-Au-Co-Ir,-0.3475,0.0001195
Al-Au-Co-Mg,-0.2,0.0001195
Al-Au-Co-Mn,-0.1525,0.0001195
Al-Au-Co-Mo,-0.07,0.0001195
Al-Au-Co-Nb,-0.18,0.0001195
Al-Au-Co-Ni,-0.2175,0.0001195
Al-Au-Co-Os,-0.2825,0.0001195
Al-Au-Co-Pd,-0.2925,0.0001195
Al-Au-Co-Pt,-0.325,0.0001195
Al-Au-Co-Re,-0.1075,0.0001195
Al-Au-Co-Rh,-0.325,0.0001195
Al-Au-Co-Ta,-0.1775,0.0001195
Al-Au-Co-Ti,-0.345,0.0001195
Al-Au-Co-V,-0.1725,0.0001195
Al-Au-Co-W,-0.0025,0.0001195
Al-Au-Co-Zn,-0.1825,0.0001195
Al-Au-Co-Zr,-0.3275,0.0001195
Al-Au-Cr-Cu,0.03,0.0001195
Al-Au-Cr-Fe,-0.0025,0.0001195
Al-Au-Cr-Hf,-0.1575,0.0001195
Al-Au-Cr-Ir,-0.26,0.0001195
Al-Au-Cr-Mg,-0.0125,0.0001195
Al-Au-Cr-Mn,-0.055,0.0001195
Al-Au-Cr-Mo,0.0375,0.0001195
Al-Au-Cr-Nb,-0.0375,0.0001195
Al-Au-Cr-Ni,-0.09,0.0001195
Al-Au-Cr-Os,-0.1925,0.0001195
Al-Au-Cr-Pd,-0.1625,0.0001195
Al-Au-Cr-Pt,-0.23,0.0001195
Al-Au-Cr-Re,-0.0125,0.0001195
Al-Au-Cr-Rh,-0.2225,0.0001195
Al-Au-Cr-Ta,-0.0275,0.0001195
Al-Au-Cr-Ti,-0.17,0.0001195
Al-Au-Cr-V,-0.0525,0.0001195
Al-Au-Cr-W,0.1025,0.0001195
Al-Au-Cr-Zn,-0.025,0.0001195
Al-Au-Cr-Zr,-0.13,0.0001195
Al-Au-Cu-Fe,-0.0875,0.0001195
Al-Au-Cu-Hf,-0.325,0.0001195
Al-Au-Cu-Ir,-0.355,0.0001195
Al-Au-Cu-Mg,-0.2425,0.0001195
Al-Au-Cu-Mn,-0.13,0.0001195
Al-Au-Cu-Mo,-0.035,0.0001195
Al-Au-Cu-Nb,-0.145,0.0001195
Al-Au-Cu-Ni,-0.215,0.0001195
Al-Au-Cu-Os,-0.2725,0.0001195
Al-Au-Cu-Pd,-0.3325,0.0001195
Al-Au-Cu-Pt,-0.345,0.0001195
Al-Au-Cu-Re,-0.0775,0.0001195
Al-Au-Cu-Rh,-0.335,0.0001195
Al-Au-Cu-Ta,-0.1275,0.0001195
Al-Au-Cu-Ti,-0.3,0.0001195
Al-Au-Cu-V,-0.115,0.0001195
Al-Au-Cu-W,0.05,0.0001195
Al-Au-Cu-Zn,-0.2,0.0001195
Al-Au-Cu-Zr,-0.3125,0.0001195
Al-Au-Fe-Hf,-0.3,0.0001195
Al-Au-Fe-Ir,-0.355,0.0001195
Al-Au-Fe-Mg,-0.165,0.0001195
Al-Au-Fe-Mn,-0.1425,0.0001195
Al-Au-Fe-Mo,-0.05,0.0001195
Al-Au-Fe-Nb,-0.1525,0.0001195
Al-Au-Fe-Ni,-0.21,0.0001195
Al-Au-Fe-Os,-0.2875,0.0001195
Al-Au-Fe-Pd,-0.2675,0.0001195
Al-Au-Fe-Pt,-0.3075,0.0001195
Al-Au-Fe-Re,-0.1025,0.0001195
Al-Au-Fe-Rh,-0.33,0.0001195
Al-Au-Fe-Ta,-0.145,0.0001195
Al-Au-Fe-Ti,-0.31,0.0001195
Al-Au-Fe-V,-0.16,0.0001195
Al-Au-Fe-W,0.02,0.0001195
Al-Au-Fe-Zn,-0.1575,0.0001195
Al-Au-Fe-Zr,-0.2775,0.0001195
Al-Au-Hf-Ir,-0.715,0.0001195
Al-Au-Hf-Mg,-0.385,0.0001195
Al-Au-Hf-Mn,-0.325,0.0001195
Al-Au-Hf-Mo,-0.28,0.0001195
Al-Au-Hf-Nb,-0.35,0.0001195
Al-Au-Hf-Ni,-0.455,0.0001195
Al-Au-Hf-Os,-0.5575,0.0001195
Al-Au-Hf-Pd,-0.6225,0.0001195
Al-Au-Hf-Pt,-0.71,0.0001195
Al-Au-Hf-Re,-0.355,0.0001195
Al-Au-Hf-Rh,-0.68,0.0001195
Al-Au-Hf-Ta,-0.3225,0.0001195
Al-Au-Hf-Ti,-0.4575,0.0001195
Al-Au-Hf-V,-0.29,0.0001195
Al-Au-Hf-W,-0.1925,0.0001195
Al-Au-Hf-Zn,-0.375,0.0001195
Al-Au-Hf-Zr,-0.48,0.0001195
Al-Au-Ir-Mg,-0.4975,0.0001195
Al-Au-Ir-Mn,-0.3975,0.0001195
Al-Au-Ir-Mo,-0.355,0.0001195
Al-Au-Ir-Nb,-0.5,0.0001195
Al-Au-Ir-Ni,-0.4325,0.0001195
Al-Au-Ir-Os,-0.52,0.0001195
Al-Au-Ir-Pd,-0.495,0.0001195
Al-Au-Ir-Pt,-0.5075,0.0001195
Al-Au-Ir-Re,-0.385,0.0001195
Al-Au-Ir-Rh,-0.545,0.0001195
Al-Au-Ir-Ta,-0.5,0.0001195
